state,district,crop,district_major_crop,district_major_crop_latest_area_1000ha,district_major_crop_area_change_pct,district_major_crop_yield_change_pct,district_major_crop_analysis,current_suitability,suitability_2030_ssp245,suitability_2035_ssp245,suitability_2040_ssp245,suitability_2030_ssp585,suitability_2035_ssp585,suitability_2040_ssp585,ssp245_decline_classes_by_2040,ssp585_decline_classes_by_2040,ssp245_2040_explanation,ssp585_2040_explanation,recommendation,crop_historical_analysis,soil_type,length_of_growing_period_days,first_area_1000ha,latest_area_1000ha,area_first_year,area_latest_year,area_change_pct,first_yield_kg_ha,latest_yield_kg_ha,yield_first_year,yield_latest_year,yield_change_pct,overall_risk_score_2030_ssp245,drought_hazard_score_2030_ssp245,flood_hazard_score_2030_ssp245,ag_stress_score_2030_ssp245,temperature_change_2030_ssp245,rainfall_change_2030_ssp245,water_availability_index_2030_ssp245,heat_stress_days_2030_ssp245,climate_confidence_score_2030_ssp245,overall_risk_class_2030_ssp245,flood_hazard_class_2030_ssp245,drought_hazard_class_2030_ssp245,ag_stress_class_2030_ssp245,overall_risk_score_2035_ssp245,drought_hazard_score_2035_ssp245,flood_hazard_score_2035_ssp245,ag_stress_score_2035_ssp245,temperature_change_2035_ssp245,rainfall_change_2035_ssp245,water_availability_index_2035_ssp245,heat_stress_days_2035_ssp245,climate_confidence_score_2035_ssp245,overall_risk_class_2035_ssp245,flood_hazard_class_2035_ssp245,drought_hazard_class_2035_ssp245,ag_stress_class_2035_ssp245,overall_risk_score_2040_ssp245,drought_hazard_score_2040_ssp245,flood_hazard_score_2040_ssp245,ag_stress_score_2040_ssp245,temperature_change_2040_ssp245,rainfall_change_2040_ssp245,water_availability_index_2040_ssp245,heat_stress_days_2040_ssp245,climate_confidence_score_2040_ssp245,overall_risk_class_2040_ssp245,flood_hazard_class_2040_ssp245,drought_hazard_class_2040_ssp245,ag_stress_class_2040_ssp245,overall_risk_score_2030_ssp585,drought_hazard_score_2030_ssp585,flood_hazard_score_2030_ssp585,ag_stress_score_2030_ssp585,temperature_change_2030_ssp585,rainfall_change_2030_ssp585,water_availability_index_2030_ssp585,heat_stress_days_2030_ssp585,climate_confidence_score_2030_ssp585,overall_risk_class_2030_ssp585,flood_hazard_class_2030_ssp585,drought_hazard_class_2030_ssp585,ag_stress_class_2030_ssp585,overall_risk_score_2035_ssp585,drought_hazard_score_2035_ssp585,flood_hazard_score_2035_ssp585,ag_stress_score_2035_ssp585,temperature_change_2035_ssp585,rainfall_change_2035_ssp585,water_availability_index_2035_ssp585,heat_stress_days_2035_ssp585,climate_confidence_score_2035_ssp585,overall_risk_class_2035_ssp585,flood_hazard_class_2035_ssp585,drought_hazard_class_2035_ssp585,ag_stress_class_2035_ssp585,overall_risk_score_2040_ssp585,drought_hazard_score_2040_ssp585,flood_hazard_score_2040_ssp585,ag_stress_score_2040_ssp585,temperature_change_2040_ssp585,rainfall_change_2040_ssp585,water_availability_index_2040_ssp585,heat_stress_days_2040_ssp585,climate_confidence_score_2040_ssp585,overall_risk_class_2040_ssp585,flood_hazard_class_2040_ssp585,drought_hazard_class_2040_ssp585,ag_stress_class_2040_ssp585
Telangana,Khammam,Paddy,Paddy,174.29,5.32,65.33,Paddy is the major crop by latest ICRISAT area (174.29 thousand ha). Its area has increased by 5.3% and yield has increased by 65.3% from the first available positive ICRISAT year.,Highly Suitable,Marginal,Unsuitable,Unsuitable,Marginal,Unsuitable,Unsuitable,4,4,"Paddy declines by 4 suitability class(es) because the scenario shows 169.8 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Paddy declines by 4 suitability class(es) because the scenario shows agricultural stress (88.2), warming of 1.45 C, 169.8 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Shift area to short-duration paddy or millets,Paddy area has increased by 5.3% and yield has increased by 65.3% between the first and latest positive ICRISAT observations.,VERTISOLS - 60% ; SANDY ALFISOLS - 40%,185.0,165.49,174.29,1990.0,2019.0,5.32,2270.0,3753.0,1990.0,2019.0,65.33,3.81,0.17,10.71,0.0,0.251,5.1,1.041,145.9,,Low Risk,Low,Low,Low,6.99,3.08,11.32,6.49,0.501,6.39,1.045,157.9,,Low Risk,Low,Low,Low,15.21,11.14,11.93,23.79,0.751,7.69,1.05,169.8,,Low Risk,Low,Low,Low,10.7,7.13,10.71,14.86,0.551,5.1,1.041,145.9,,Low Risk,Low,Low,Low,29.61,25.92,11.32,55.25,1.001,6.39,1.045,157.9,,Moderate Risk,Low,Moderate,High,44.65,40.0,11.93,88.24,1.451,7.69,1.05,169.8,,Moderate Risk,Low,Moderate,Severe
Telangana,Khammam,Turmeric,Paddy,174.29,5.32,65.33,Paddy is the major crop by latest ICRISAT area (174.29 thousand ha). Its area has increased by 5.3% and yield has increased by 65.3% from the first available positive ICRISAT year.,Moderate,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,2,2,"Turmeric declines by 2 suitability class(es) because the scenario shows 169.8 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Turmeric declines by 2 suitability class(es) because the scenario shows agricultural stress (88.2), warming of 1.45 C, 169.8 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has declined by 3.7% and yield has no historical trend available between the first and latest positive ICRISAT observations.,VERTISOLS - 60% ; SANDY ALFISOLS - 40%,185.0,1.87,1.8,1990.0,2019.0,-3.74,0.0,0.0,,,,3.81,0.17,10.71,0.0,0.251,5.1,1.041,145.9,,Low Risk,Low,Low,Low,6.99,3.08,11.32,6.49,0.501,6.39,1.045,157.9,,Low Risk,Low,Low,Low,15.21,11.14,11.93,23.79,0.751,7.69,1.05,169.8,,Low Risk,Low,Low,Low,10.7,7.13,10.71,14.86,0.551,5.1,1.041,145.9,,Low Risk,Low,Low,Low,29.61,25.92,11.32,55.25,1.001,6.39,1.045,157.9,,Moderate Risk,Low,Moderate,High,44.65,40.0,11.93,88.24,1.451,7.69,1.05,169.8,,Moderate Risk,Low,Moderate,Severe
Telangana,Mahabubabad,Cotton,Paddy,92.89,94.41,0.82,Paddy is the major crop by latest ICRISAT area (92.89 thousand ha). Its area has increased by 94.4% and yield has increased by 0.8% from the first available positive ICRISAT year.,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,0,0,"Cotton remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Cotton remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.",Suitable with pest and water planning,Cotton area has increased by 36.7% and yield has declined by 26.6% between the first and latest positive ICRISAT observations.,,0.0,30.0,41.0,2016.0,2019.0,36.67,545.0,400.0,2016.0,2019.0,-26.61,4.25,0.18,11.96,0.0,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,4.38,0.07,12.44,0.0,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,4.52,0.0,12.92,0.0,,8.77,1.066,33.3,,Low Risk,Low,Low,Low,6.61,2.56,11.96,5.08,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,15.83,11.63,12.44,24.68,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,22.67,18.32,12.92,39.12,,8.77,1.066,33.3,,Low Risk,Low,Low,Moderate
Telangana,Mahabubabad,Maize,Paddy,92.89,94.41,0.82,Paddy is the major crop by latest ICRISAT area (92.89 thousand ha). Its area has increased by 94.4% and yield has increased by 0.8% from the first available positive ICRISAT year.,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,0,0,"Maize remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Maize remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.",Good future option,Maize area has increased by 71.4% and yield has increased by 13.3% between the first and latest positive ICRISAT observations.,,0.0,17.91,30.69,2016.0,2019.0,71.36,4966.0,5627.0,2016.0,2019.0,13.3,4.25,0.18,11.96,0.0,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,4.38,0.07,12.44,0.0,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,4.52,0.0,12.92,0.0,,8.77,1.066,33.3,,Low Risk,Low,Low,Low,6.61,2.56,11.96,5.08,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,15.83,11.63,12.44,24.68,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,22.67,18.32,12.92,39.12,,8.77,1.066,33.3,,Low Risk,Low,Low,Moderate
Telangana,Mahabubabad,Millets,Paddy,92.89,94.41,0.82,Paddy is the major crop by latest ICRISAT area (92.89 thousand ha). Its area has increased by 94.4% and yield has increased by 0.8% from the first available positive ICRISAT year.,Marginal,Moderate,Moderate,Moderate,Moderate,Moderate,Marginal,-1,0,"Millets improves by 1 suitability class(es); projected conditions show 33.3 heat-stress days, but the crop's local area/yield base and tolerance keep it comparatively resilient.","Millets remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.",Prefer hardy short-duration varieties,Millets area has increased by 0.0% and yield has increased by 5.3% between the first and latest positive ICRISAT observations.,,0.0,0.02,0.02,2017.0,2017.0,0.0,950.0,1000.0,2017.0,2019.0,5.26,4.25,0.18,11.96,0.0,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,4.38,0.07,12.44,0.0,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,4.52,0.0,12.92,0.0,,8.77,1.066,33.3,,Low Risk,Low,Low,Low,6.61,2.56,11.96,5.08,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,15.83,11.63,12.44,24.68,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,22.67,18.32,12.92,39.12,,8.77,1.066,33.3,,Low Risk,Low,Low,Moderate
Telangana,Mahabubabad,Paddy,Paddy,92.89,94.41,0.82,Paddy is the major crop by latest ICRISAT area (92.89 thousand ha). Its area has increased by 94.4% and yield has increased by 0.8% from the first available positive ICRISAT year.,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,Suitable,0,0,"Paddy remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Paddy remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.",Maintain with water planning,Paddy area has increased by 94.4% and yield has increased by 0.8% between the first and latest positive ICRISAT observations.,,0.0,47.78,92.89,2016.0,2019.0,94.41,3339.0,3366.0,2016.0,2019.0,0.82,4.25,0.18,11.96,0.0,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,4.38,0.07,12.44,0.0,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,4.52,0.0,12.92,0.0,,8.77,1.066,33.3,,Low Risk,Low,Low,Low,6.61,2.56,11.96,5.08,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,15.83,11.63,12.44,24.68,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,22.67,18.32,12.92,39.12,,8.77,1.066,33.3,,Low Risk,Low,Low,Moderate
Telangana,Mahabubabad,Turmeric,Paddy,92.89,94.41,0.82,Paddy is the major crop by latest ICRISAT area (92.89 thousand ha). Its area has increased by 94.4% and yield has increased by 0.8% from the first available positive ICRISAT year.,Marginal,Marginal,Marginal,Marginal,Marginal,Marginal,Marginal,0,0,"Turmeric remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Turmeric remains stable; projected stress is mainly 33.3 heat-stress days, soil-moisture deficit (0.01), but it is not enough to change the suitability class under this scoring rule.",Avoid expansion under high heat stress,Turmeric area has increased by 27.1% and yield has no historical trend available between the first and latest positive ICRISAT observations.,,0.0,1.33,1.69,2018.0,2019.0,27.07,0.0,0.0,,,,4.25,0.18,11.96,0.0,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,4.38,0.07,12.44,0.0,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,4.52,0.0,12.92,0.0,,8.77,1.066,33.3,,Low Risk,Low,Low,Low,6.61,2.56,11.96,5.08,,6.16,1.057,33.3,,Low Risk,Low,Low,Low,15.83,11.63,12.44,24.68,,7.46,1.062,33.3,,Low Risk,Low,Low,Low,22.67,18.32,12.92,39.12,,8.77,1.066,33.3,,Low Risk,Low,Low,Moderate
Telangana,Medak,Cotton,Paddy,80.08,-38.44,89.57,Paddy is the major crop by latest ICRISAT area (80.08 thousand ha). Its area has declined by 38.4% and yield has increased by 89.6% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,0,0,"Cotton remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Cotton remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.",Suitable with pest and water planning,Cotton area has increased by 650.0% and yield has increased by 195.7% between the first and latest positive ICRISAT observations.,SANDY ALFISOL - 75% ; VERTIC SOILS - 25%,165.0,4.0,30.0,1990.0,2019.0,650.0,184.0,544.0,1990.0,2019.0,195.65,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.71,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.7,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low
Telangana,Medak,Maize,Paddy,80.08,-38.44,89.57,Paddy is the major crop by latest ICRISAT area (80.08 thousand ha). Its area has declined by 38.4% and yield has increased by 89.6% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,0,0,"Maize remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Maize remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.",Good future option,Maize area has declined by 74.1% and yield has increased by 146.7% between the first and latest positive ICRISAT observations.,SANDY ALFISOL - 75% ; VERTIC SOILS - 25%,165.0,64.93,16.8,1990.0,2019.0,-74.13,1894.0,4671.0,1990.0,2019.0,146.66,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.71,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.7,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low
Telangana,Medak,Millets,Paddy,80.08,-38.44,89.57,Paddy is the major crop by latest ICRISAT area (80.08 thousand ha). Its area has declined by 38.4% and yield has increased by 89.6% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,0,0,"Millets remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Millets remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.",Best future option,Millets area has declined by 99.0% and yield has increased by 63.1% between the first and latest positive ICRISAT observations.,SANDY ALFISOL - 75% ; VERTIC SOILS - 25%,165.0,71.96,0.72,1990.0,2019.0,-99.0,726.0,1184.0,1990.0,2019.0,63.09,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.71,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.7,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low
Telangana,Medak,Paddy,Paddy,80.08,-38.44,89.57,Paddy is the major crop by latest ICRISAT area (80.08 thousand ha). Its area has declined by 38.4% and yield has increased by 89.6% from the first available positive ICRISAT year.,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,Highly Suitable,0,0,"Paddy remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Paddy remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.",Maintain with water planning,Paddy area has declined by 38.4% and yield has increased by 89.6% between the first and latest positive ICRISAT observations.,SANDY ALFISOL - 75% ; VERTIC SOILS - 25%,165.0,130.08,80.08,1990.0,2019.0,-38.44,2178.0,4128.0,1990.0,2019.0,89.57,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.71,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.7,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low
Telangana,Medak,Turmeric,Paddy,80.08,-38.44,89.57,Paddy is the major crop by latest ICRISAT area (80.08 thousand ha). Its area has declined by 38.4% and yield has increased by 89.6% from the first available positive ICRISAT year.,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,0,0,"Turmeric remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.","Turmeric remains stable; projected stress is mainly 33.3 heat-stress days, but it is not enough to change the suitability class under this scoring rule.",Use irrigation and shade/mulch,Turmeric area has declined by 50.8% and yield has no historical trend available between the first and latest positive ICRISAT observations.,SANDY ALFISOL - 75% ; VERTIC SOILS - 25%,165.0,4.37,2.15,1990.0,2019.0,-50.8,0.0,0.0,,,,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.71,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low,6.4,0.1,18.19,0.0,,9.36,1.104,33.3,,Low Risk,Low,Low,Low,6.69,0.0,19.12,0.0,,10.7,1.108,33.3,,Low Risk,Low,Low,Low,7.02,0.0,20.05,0.0,,12.05,1.112,33.3,,Low Risk,Low,Low,Low
Telangana,Mulugu,Cotton,Paddy,54.4,10.34,-0.45,Paddy is the major crop by latest ICRISAT area (54.40 thousand ha). Its area has increased by 10.3% and yield has declined by 0.4% from the first available positive ICRISAT year.,Suitable,Marginal,Marginal,Marginal,Marginal,Unsuitable,Unsuitable,2,3,"Cotton declines by 2 suitability class(es) because the scenario shows 144.1 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Cotton declines by 3 suitability class(es) because the scenario shows agricultural stress (100.0), warming of 1.44 C, 144.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has increased by 0.0% and yield has increased by 647.2% between the first and latest positive ICRISAT observations.,,0.0,12.0,12.0,2018.0,2019.0,0.0,89.0,665.0,2018.0,2019.0,647.19,11.65,0.11,33.17,0.0,0.243,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,11.78,0.0,33.67,0.0,0.493,5.01,1.029,132.7,,Low Risk,Moderate,Low,Low,17.09,5.18,34.16,11.07,0.743,6.29,1.033,144.1,,Low Risk,Moderate,Low,Low,14.85,3.34,33.17,6.9,0.543,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,45.76,34.3,33.67,73.22,0.993,5.01,1.029,132.7,,Moderate Risk,Moderate,Moderate,High,55.96,40.0,34.16,100.0,1.443,6.29,1.033,144.1,,High Risk,Moderate,Moderate,Severe
Telangana,Mulugu,Maize,Paddy,54.4,10.34,-0.45,Paddy is the major crop by latest ICRISAT area (54.40 thousand ha). Its area has increased by 10.3% and yield has declined by 0.4% from the first available positive ICRISAT year.,Suitable,Marginal,Marginal,Marginal,Marginal,Unsuitable,Unsuitable,2,3,"Maize declines by 2 suitability class(es) because the scenario shows 144.1 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Maize declines by 3 suitability class(es) because the scenario shows agricultural stress (100.0), warming of 1.44 C, 144.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Limit to irrigated or low-risk blocks,Maize area has increased by 2.2% and yield has increased by 32.4% between the first and latest positive ICRISAT observations.,,0.0,4.02,4.11,2018.0,2019.0,2.24,7093.0,9388.0,2018.0,2019.0,32.36,11.65,0.11,33.17,0.0,0.243,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,11.78,0.0,33.67,0.0,0.493,5.01,1.029,132.7,,Low Risk,Moderate,Low,Low,17.09,5.18,34.16,11.07,0.743,6.29,1.033,144.1,,Low Risk,Moderate,Low,Low,14.85,3.34,33.17,6.9,0.543,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,45.76,34.3,33.67,73.22,0.993,5.01,1.029,132.7,,Moderate Risk,Moderate,Moderate,High,55.96,40.0,34.16,100.0,1.443,6.29,1.033,144.1,,High Risk,Moderate,Moderate,Severe
Telangana,Mulugu,Millets,Paddy,54.4,10.34,-0.45,Paddy is the major crop by latest ICRISAT area (54.40 thousand ha). Its area has increased by 10.3% and yield has declined by 0.4% from the first available positive ICRISAT year.,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,0,0,"Millets remains stable; projected stress is mainly 144.1 heat-stress days, soil-moisture deficit (0.00), but it is not enough to change the suitability class under this scoring rule.","Millets remains stable; projected stress is mainly agricultural stress (100.0), warming of 1.44 C, 144.1 heat-stress days, but it is not enough to change the suitability class under this scoring rule.",Prefer hardy short-duration varieties,Millets area has no historical trend available and yield has no historical trend available between the first and latest positive ICRISAT observations.,,0.0,0.0,0.0,,,,0.0,0.0,,,,11.65,0.11,33.17,0.0,0.243,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,11.78,0.0,33.67,0.0,0.493,5.01,1.029,132.7,,Low Risk,Moderate,Low,Low,17.09,5.18,34.16,11.07,0.743,6.29,1.033,144.1,,Low Risk,Moderate,Low,Low,14.85,3.34,33.17,6.9,0.543,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,45.76,34.3,33.67,73.22,0.993,5.01,1.029,132.7,,Moderate Risk,Moderate,Moderate,High,55.96,40.0,34.16,100.0,1.443,6.29,1.033,144.1,,High Risk,Moderate,Moderate,Severe
Telangana,Mulugu,Paddy,Paddy,54.4,10.34,-0.45,Paddy is the major crop by latest ICRISAT area (54.40 thousand ha). Its area has increased by 10.3% and yield has declined by 0.4% from the first available positive ICRISAT year.,Suitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,3,3,"Paddy declines by 3 suitability class(es) because the scenario shows 144.1 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Paddy declines by 3 suitability class(es) because the scenario shows agricultural stress (100.0), warming of 1.44 C, 144.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Shift area to short-duration paddy or millets,Paddy area has increased by 10.3% and yield has declined by 0.4% between the first and latest positive ICRISAT observations.,,0.0,49.3,54.4,2018.0,2019.0,10.34,3558.0,3542.0,2018.0,2019.0,-0.45,11.65,0.11,33.17,0.0,0.243,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,11.78,0.0,33.67,0.0,0.493,5.01,1.029,132.7,,Low Risk,Moderate,Low,Low,17.09,5.18,34.16,11.07,0.743,6.29,1.033,144.1,,Low Risk,Moderate,Low,Low,14.85,3.34,33.17,6.9,0.543,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,45.76,34.3,33.67,73.22,0.993,5.01,1.029,132.7,,Moderate Risk,Moderate,Moderate,High,55.96,40.0,34.16,100.0,1.443,6.29,1.033,144.1,,High Risk,Moderate,Moderate,Severe
Telangana,Mulugu,Turmeric,Paddy,54.4,10.34,-0.45,Paddy is the major crop by latest ICRISAT area (54.40 thousand ha). Its area has increased by 10.3% and yield has declined by 0.4% from the first available positive ICRISAT year.,Marginal,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,Unsuitable,1,1,"Turmeric declines by 1 suitability class(es) because the scenario shows 144.1 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Turmeric declines by 1 suitability class(es) because the scenario shows agricultural stress (100.0), warming of 1.44 C, 144.1 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",Avoid expansion under high heat stress,Turmeric area has declined by 18.8% and yield has no historical trend available between the first and latest positive ICRISAT observations.,,0.0,0.16,0.13,2018.0,2019.0,-18.75,0.0,0.0,,,,11.65,0.11,33.17,0.0,0.243,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,11.78,0.0,33.67,0.0,0.493,5.01,1.029,132.7,,Low Risk,Moderate,Low,Low,17.09,5.18,34.16,11.07,0.743,6.29,1.033,144.1,,Low Risk,Moderate,Low,Low,14.85,3.34,33.17,6.9,0.543,3.73,1.025,121.3,,Low Risk,Moderate,Low,Low,45.76,34.3,33.67,73.22,0.993,5.01,1.029,132.7,,Moderate Risk,Moderate,Moderate,High,55.96,40.0,34.16,100.0,1.443,6.29,1.033,144.1,,High Risk,Moderate,Moderate,Severe
Telangana,Nagarkurnool,Cotton,Cotton,142.0,111.94,91.14,Cotton is the major crop by latest ICRISAT area (142.00 thousand ha). Its area has increased by 111.9% and yield has increased by 91.1% from the first available positive ICRISAT year.,Highly Suitable,Moderate,Moderate,Marginal,Moderate,Unsuitable,Unsuitable,3,4,"Cotton declines by 3 suitability class(es) because the scenario shows 156.5 heat-stress days, soil-moisture deficit (0.00); this affects water demand, heat tolerance, and soil-moisture reliability.","Cotton declines by 4 suitability class(es) because the scenario shows agricultural stress (100.0), warming of 1.45 C, 156.5 heat-stress days; this affects water demand, heat tolerance, and soil-moisture reliability.",High risk under SSP585,Cotton area has increased by 111.9% and yield has increased by 91.1% between the first and latest positive ICRISAT observations.,,0.0,67.0,142.0,2016.0,2019.0,111.94,316.0,604.0,2016.0,2019.0,91.14,2.04,2.62,3.2,0.0,0.247,1.29,1.024,133.1,,Low Risk,Low,Low,Low,2.01,2.55,3.19,0.0,0.497,2.54,1.028,144.8,,Low Risk,Low,Low,Low,8.1,8.66,3.18,13.17,0.747,3.79,1.032,156.5,,Low Risk,Low,Low,Low,15.76,16.47,3.2,29.58,0.547,1.29,1.024,133.1,,Low Risk,Low,Low,Moderate,31.97,32.8,3.19,64.57,0.997,2.54,1.028,144.8,,Moderate Risk,Low,Moderate,High,45.98,42.49,3.18,100.0,1.447,3.79,1.032,156.5,,Moderate Risk,Low,Moderate,Severe
